institution_code,program_code,onet_soc_code,occupation_title,display_order,source
BMCC,PHI_AA,27-3031.00,Public Relations Specialists,60,https://www.onetonline.org/link/summary/27-3031.00
BMCC,PHI_AA,13-1111.00,Management Analysts,70,https://www.onetonline.org/link/summary/13-1111.00
BMCC,PHI_AA,13-1071.00,Human Resources Specialists,80,https://www.onetonline.org/link/summary/13-1071.00
BMCC,PHI_AA,23-1022.00,"Arbitrators, Mediators, and Conciliators",90,https://www.onetonline.org/link/summary/23-1022.00
BMCC,PNA_AS,11-9151.00,Social and Community Service Managers,10,https://www.onetonline.org/link/summary/11-9151.00
BMCC,PNA_AS,13-1131.00,Fundraisers,20,https://www.onetonline.org/link/summary/13-1131.00
BMCC,PNA_AS,27-3031.00,Public Relations Specialists,30,https://www.onetonline.org/link/summary/27-3031.00
BMCC,PNA_AS,11-3012.00,Administrative Services Managers,40,https://www.onetonline.org/link/summary/11-3012.00
BMCC,PNA_AS,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",50,https://www.onetonline.org/link/summary/13-1141.00
BMCC,PNA_AS,11-9161.00,Emergency Management Directors,60,https://www.onetonline.org/link/summary/11-9161.00
BMCC,PNA_AS,19-3051.00,Urban and Regional Planners,70,https://www.onetonline.org/link/summary/19-3051.00
BMCC,PNA_AS,13-1041.00,Compliance Officers,80,https://www.onetonline.org/link/summary/13-1041.00
BMCC,PNA_AS,13-1151.00,Training and Development Specialists,90,https://www.onetonline.org/link/summary/13-1151.00
BMCC,PNA_AS,11-1031.00,Legislators,100,https://www.onetonline.org/link/summary/11-1031.00
BMCC,POL_AA,19-3094.00,Political Scientists,10,https://www.onetonline.org/link/summary/19-3094.00
BMCC,POL_AA,23-1011.00,Lawyers,20,https://www.onetonline.org/link/summary/23-1011.00
BMCC,POL_AA,11-1031.00,Legislators,30,https://www.onetonline.org/link/summary/11-1031.00
BMCC,POL_AA,23-2011.00,Paralegals and Legal Assistants,40,https://www.onetonline.org/link/summary/23-2011.00
BMCC,POL_AA,25-1065.00,"Political Science Teachers, Postsecondary",50,https://www.onetonline.org/link/summary/25-1065.00
BMCC,POL_AA,19-3022.00,Survey Researchers,60,https://www.onetonline.org/link/summary/19-3022.00
BMCC,POL_AA,27-3031.00,Public Relations Specialists,70,https://www.onetonline.org/link/summary/27-3031.00
BMCC,POL_AA,27-3023.00,"News Analysts, Reporters, and Journalists",80,https://www.onetonline.org/link/summary/27-3023.00
BMCC,POL_AA,13-1041.00,Compliance Officers,90,https://www.onetonline.org/link/summary/13-1041.00
BMCC,PSY_AA,19-3033.00,Clinical and Counseling Psychologists,10,https://www.onetonline.org/link/summary/19-3033.00
BMCC,PSY_AA,19-3034.00,School Psychologists,20,https://www.onetonline.org/link/summary/19-3034.00
BMCC,PSY_AA,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,30,https://www.onetonline.org/link/summary/21-1011.00
BMCC,PSY_AA,21-1023.00,Mental Health and Substance Abuse Social Workers,40,https://www.onetonline.org/link/summary/21-1023.00
BMCC,PSY_AA,21-1015.00,Rehabilitation Counselors,50,https://www.onetonline.org/link/summary/21-1015.00
BMCC,PSY_AA,13-1071.00,Human Resources Specialists,60,https://www.onetonline.org/link/summary/13-1071.00
BMCC,PSY_AA,21-1092.00,Probation Officers and Correctional Treatment Specialists,70,https://www.onetonline.org/link/summary/21-1092.00
BMCC,PSY_AA,13-1151.00,Training and Development Specialists,80,https://www.onetonline.org/link/summary/13-1151.00
BMCC,PSY_AA,29-2053.00,Psychiatric Technicians,90,https://www.onetonline.org/link/summary/29-2053.00
BMCC,PSY_STEM_AA,19-3033.00,Clinical and Counseling Psychologists,10,https://www.onetonline.org/link/summary/19-3033.00
BMCC,PSY_STEM_AA,19-3034.00,School Psychologists,20,https://www.onetonline.org/link/summary/19-3034.00
BMCC,PSY_STEM_AA,19-3032.00,Industrial-Organizational Psychologists,30,https://www.onetonline.org/link/summary/19-3032.00
BMCC,PSY_STEM_AA,19-1042.00,Medical Scientists,40,https://www.onetonline.org/link/summary/19-1042.00
BMCC,PSY_STEM_AA,19-4061.00,Social Science Research Assistants,50,https://www.onetonline.org/link/summary/19-4061.00
BMCC,PSY_STEM_AA,19-3022.00,Survey Researchers,60,https://www.onetonline.org/link/summary/19-3022.00
BMCC,PSY_STEM_AA,15-2041.00,Statisticians,70,https://www.onetonline.org/link/summary/15-2041.00
BMCC,PSY_STEM_AA,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,80,https://www.onetonline.org/link/summary/21-1011.00
BMCC,PSY_STEM_AA,21-1015.00,Rehabilitation Counselors,90,https://www.onetonline.org/link/summary/21-1015.00
BMCC,SCI_AS,19-1042.00,Medical Scientists,10,https://www.onetonline.org/link/summary/19-1042.00
BMCC,SCI_AS,19-1021.00,Biochemists and Biophysicists,20,https://www.onetonline.org/link/summary/19-1021.00
BMCC,SCI_AS,19-1022.00,Microbiologists,30,https://www.onetonline.org/link/summary/19-1022.00
BMCC,SCI_AS,19-2031.00,Chemists,40,https://www.onetonline.org/link/summary/19-2031.00
BMCC,SCI_AS,19-4031.00,Chemical Technicians,50,https://www.onetonline.org/link/summary/19-4031.00
BMCC,SCI_AS,19-4021.00,Biological Technicians,60,https://www.onetonline.org/link/summary/19-4021.00
BMCC,SCI_AS,19-2041.00,"Environmental Scientists and Specialists, Including Health",70,https://www.onetonline.org/link/summary/19-2041.00
BMCC,SCI_AS,19-4092.00,Forensic Science Technicians,80,https://www.onetonline.org/link/summary/19-4092.00
BMCC,SCI_AS,25-2031.00,Secondary School Teachers,90,https://www.onetonline.org/link/summary/25-2031.00
BMCC,SCI_AS,11-9121.00,Natural Sciences Managers,100,https://www.onetonline.org/link/summary/11-9121.00
BMCC,SHP_AS,29-1141.00,Registered Nurses,10,https://www.onetonline.org/link/summary/29-1141.00
BMCC,SHP_AS,29-1071.00,Physician Assistants,20,https://www.onetonline.org/link/summary/29-1071.00
BMCC,SHP_AS,29-1051.00,Pharmacists,30,https://www.onetonline.org/link/summary/29-1051.00
BMCC,SHP_AS,29-2011.00,Medical and Clinical Laboratory Technologists,40,https://www.onetonline.org/link/summary/29-2011.00
BMCC,SHP_AS,29-2012.00,Medical and Clinical Laboratory Technicians,50,https://www.onetonline.org/link/summary/29-2012.00
BMCC,SHP_AS,29-1031.00,Dietitians and Nutritionists,60,https://www.onetonline.org/link/summary/29-1031.00
BMCC,SHP_AS,29-1126.00,Respiratory Therapists,70,https://www.onetonline.org/link/summary/29-1126.00
BMCC,SHP_AS,29-2032.00,Diagnostic Medical Sonographers,80,https://www.onetonline.org/link/summary/29-2032.00
BMCC,SHP_AS,29-1122.00,Occupational Therapists,90,https://www.onetonline.org/link/summary/29-1122.00
BMCC,SHP_AS,29-1123.00,Physical Therapists,100,https://www.onetonline.org/link/summary/29-1123.00
BMCC,SOC_AA,19-3041.00,Sociologists,10,https://www.onetonline.org/link/summary/19-3041.00
BMCC,SOC_AA,11-9151.00,Social and Community Service Managers,20,https://www.onetonline.org/link/summary/11-9151.00
BMCC,SOC_AA,21-1093.00,Social and Human Service Assistants,30,https://www.onetonline.org/link/summary/21-1093.00
BMCC,SOC_AA,21-1021.00,"Child, Family, and School Social Workers",40,https://www.onetonline.org/link/summary/21-1021.00
BMCC,SOC_AA,21-1092.00,Probation Officers and Correctional Treatment Specialists,50,https://www.onetonline.org/link/summary/21-1092.00
BMCC,SOC_AA,19-3022.00,Survey Researchers,60,https://www.onetonline.org/link/summary/19-3022.00
BMCC,SOC_AA,13-1071.00,Human Resources Specialists,70,https://www.onetonline.org/link/summary/13-1071.00
BMCC,SOC_AA,13-1161.00,Market Research Analysts and Marketing Specialists,80,https://www.onetonline.org/link/summary/13-1161.00
BMCC,SOC_AA,21-1094.00,Community Health Workers,90,https://www.onetonline.org/link/summary/21-1094.00
BMCC,SOC_AA,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,100,https://www.onetonline.org/link/summary/21-1011.00
BMCC,URB_AA,19-3051.00,Urban and Regional Planners,10,https://www.onetonline.org/link/summary/19-3051.00
BMCC,URB_AA,19-3099.01,Transportation Planners,20,https://www.onetonline.org/link/summary/19-3099.01
BMCC,URB_AA,15-1299.02,Geographic Information Systems Technologists and Technicians,30,https://www.onetonline.org/link/summary/15-1299.02
BMCC,URB_AA,11-9151.00,Social and Community Service Managers,40,https://www.onetonline.org/link/summary/11-9151.00
BMCC,URB_AA,19-3094.00,Political Scientists,50,https://www.onetonline.org/link/summary/19-3094.00
BMCC,URB_AA,19-3022.00,Survey Researchers,60,https://www.onetonline.org/link/summary/19-3022.00
BMCC,URB_AA,21-1094.00,Community Health Workers,70,https://www.onetonline.org/link/summary/21-1094.00
BMCC,URB_AA,13-1041.00,Compliance Officers,80,https://www.onetonline.org/link/summary/13-1041.00
BMCC,URB_AA,11-9141.00,"Property, Real Estate, and Community Association Managers",90,https://www.onetonline.org/link/summary/11-9141.00
BMCC,WAL_AA,27-3043.00,Writers and Authors,10,https://www.onetonline.org/link/summary/27-3043.00
BMCC,WAL_AA,27-3041.00,Editors,20,https://www.onetonline.org/link/summary/27-3041.00
BMCC,WAL_AA,27-3042.00,Technical Writers,30,https://www.onetonline.org/link/summary/27-3042.00
BMCC,WAL_AA,25-1123.00,"English Language and Literature Teachers, Postsecondary",40,https://www.onetonline.org/link/summary/25-1123.00
BMCC,WAL_AA,25-2031.00,Secondary School Teachers,50,https://www.onetonline.org/link/summary/25-2031.00
BMCC,WAL_AA,43-9081.00,Proofreaders and Copy Markers,60,https://www.onetonline.org/link/summary/43-9081.00
BMCC,WAL_AA,27-3031.00,Public Relations Specialists,70,https://www.onetonline.org/link/summary/27-3031.00
BMCC,WAL_AA,25-4022.00,Librarians and Media Collections Specialists,80,https://www.onetonline.org/link/summary/25-4022.00
BMCC,WAL_AA,27-3091.00,Interpreters and Translators,90,https://www.onetonline.org/link/summary/27-3091.00
BMCC,WAL_JRN_AA,27-3023.00,"News Analysts, Reporters, and Journalists",10,https://www.onetonline.org/link/summary/27-3023.00
BMCC,WAL_JRN_AA,27-3041.00,Editors,20,https://www.onetonline.org/link/summary/27-3041.00
BMCC,WAL_JRN_AA,27-3031.00,Public Relations Specialists,30,https://www.onetonline.org/link/summary/27-3031.00
BMCC,WAL_JRN_AA,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,40,https://www.onetonline.org/link/summary/27-3011.00
BMCC,WAL_JRN_AA,27-4021.00,Photographers,50,https://www.onetonline.org/link/summary/27-4021.00
BMCC,WAL_JRN_AA,27-4032.00,Film and Video Editors,60,https://www.onetonline.org/link/summary/27-4032.00
BMCC,WAL_JRN_AA,27-2012.00,Producers and Directors,70,https://www.onetonline.org/link/summary/27-2012.00
BMCC,WAL_JRN_AA,27-4012.00,Broadcast Technicians,80,https://www.onetonline.org/link/summary/27-4012.00
BMCC,WAL_JRN_AA,27-3042.00,Technical Writers,90,https://www.onetonline.org/link/summary/27-3042.00
BMCC,WAL_JRN_AA,27-3043.00,Writers and Authors,100,https://www.onetonline.org/link/summary/27-3043.00
